id,budget,genres,year,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
468972,0,,,en,Custody,"Using the 'real life' documentary style, this drama observes two years in the life of the Byrne family as they become involved in the complicated legal path that leads to a fully defended custody hearing in the Family Court. The Byrne family are played by actors, with real-life lawyers and members of the judiciary in the legal roles.",0.03,none,none,18-05-1988,0,94,none,Released,,Custody,0,0,0,0,0
468973,0,,,en,Baby Rush,"While the city of Orleans (France) gets ready to welcome its yearly marathon, Jackie, an athletic young American woman is in the starting blocks. 3,2,1... Go ! Jackie rushes on, focused on her goal : make a baby with Jerome, today or never.",0.03,none,none,,0,0,none,Released,,Baby Rush,0,0,0,0,0
468974,0,,,es,Un guapo del 900,,0.03013,none,none,18-08-1960,0,,none,Released,,Un guapo del 900,0,0,0,0,0
468975,0,,,en,Put Down,"John is a socially awkward man in a downward spiral of debt, until a lucky accident propels him into a new career as a black-market pet exterminator. In these difficult times, some families can no longer afford a pet. John has some inventive ways to help them.",0.03,none,none,,0,0,none,Released,,Put Down,0,0,0,0,0
468976,0,,,en,Prejudice,"Portrays the stories of discrimination experienced by two women of different backgrounds - Jessica, a photographer, who experiences harassment at the newspaper she works for after her rapid promotion and Lelicia, a Filipino nurse whose foreign qualifications are ignored by her employers.",0.03,none,none,01-01-1988,0,90,none,Released,,Prejudice,0,0,0,0,0
468977,0,,,en,The Baby Boomers Picture Show,"Relive the magic of your childhood...swing on a hills hoist, hear Jason and the Argonauts on the radio, taste the warm school milk, smell the chook roasting on Christmas Day and remember the excitement of Saturday arvo pictures. This program brings it all back - the frenzy of rock'n'roll, the terrors of adolescence, cracker night, scooters, hoola hoops, Brylcreem.",0.03,none,none,01-01-1990,0,71,none,Released,,The Baby Boomers Picture Show,0,0,0,0,0
468978,0,,,en,Vietnam Symphony,"In 1965 during the Vietnam War, students and teachers from the National Conservatory of Music in Hanoi were forced to flee to a small village in the countryside. With the help of villagers they built an entire campus underground where they lived, studied and played music for five years as the war raged around them. This documentary records the coming together of the former conservatory students and villagers for a reunion concert 30 years after the war, to paint a moving portrait of life in Vietnam then and now.",0.03026,none,none,15-08-2005,0,52,none,Released,,Vietnam Symphony,0,0,0,0,0
468979,0,,,en,Выход,russian documentary about flights,0.125,none,none,,0,0,none,Released,,Выход,0,0,0,0,0
468980,0,,,en,My Side Piece,"Susan, struggling to cope in her new marriage to police officer Mike, is missing the luxurious lifestyle provided by her ex-husband and successful attorney Dillard. His riches, however, are soon challenged as he becomes the target of scam artist Charles Brown. Meanwhile, the bond of two best friends from childhood is threatened by challenges faced within their social club, pressures from work, and temptations. My Side Piece is a drama driven love rectangle: exposing lust, greed and betrayal. Directed and produced by Dewey Allen.",0.03,none,none,,0,0,none,Released,,My Side Piece,0,0,0,0,0
468981,0,Drama|Action,,ja,Bara no Hyoteki,Two killers revenge a wirepuller of the underworld in Yokohama.,0.135,TOEI,Japan,19-04-1980,0,99,日本語,Released,,Target,0,0,1,1,1
468982,0,,,en,My Bed Your Bed,This short romantic drama from Erica Glynn uses the power of silence to communicate the tension between two characters who have been promised to each other.,0.03013,none,none,10-10-1998,0,17,none,Released,,My Bed Your Bed,0,0,0,0,0
468983,0,Documentary,,en,La Revolució Silenciosa,The documentary The Silent Revolution explains the revolution involving nearly 3 million kurds living in Syria. With the outbreak of the civil war —in the frame of the called ‘Arab Spring'— the Kurds of Syria have taken advantage of the context to fight for their political and cultural recognition and thus end the repression that started more than 50 years ago.,0.06143,Nezvanova,Spain,15-11-2013,0,52,العربية,Released,The story of a people and their path to freedom,The Silent Revolution,0,0,1,1,3
468984,0,,,en,Just Desserts,"JUST DESSERTS is a reflective and evocative film which looks at the development of Maria Stroppi's sexuality through food. Set in 70s' suburban Australia, the film deals with fragments of Maria's memories of her turbulent past growing up in an Italian Catholic family.",0.13,none,none,01-01-1993,0,13,none,Released,,Just Desserts,0,0,0,0,0
468985,0,,,en,Tears,"A teenage couple are leaving the mission on their way to new lives. As they walk to the bus stop, they discuss their reasons for leaving.",0.08013,none,none,10-10-1998,0,16,none,Released,,Tears,0,0,0,0,0
468986,0,Drama,,en,Naamkaran,"Naamkaran is a hindi word and it means The Naming and used in context of naming a child. Naamkaran tells the story of two sisters – one a pickpocket and the other a teacher by profession. Shot in Kolkata in winter, it follows the journey of the two sisters as their worlds collide to make ends meet. The teacher is looking for a good name for her son. She rejects names suggested by her pickpocket sister and ill father. It is interesting to see how she finalizes the name of her kid. Sen Sharma handles the quirky subject with a degree of authority, choosing not to dwell on drama and allowing events to narrate the story.",0.03208,none,India,20-11-2014,0,17,none,Released,,Naamkaran,0,0,0,1,0
468987,0,,,en,Бабушка лёгкого поведения,russian screwball comedy,0.03,none,none,,0,0,none,Released,,Бабушка лёгкого поведения,0,0,0,0,0
468988,0,,,en,Гоголь. Начало,First part of russian series,0.03,none,none,,0,0,none,Released,,Гоголь. Начало,0,0,0,0,0
468989,0,,,en,Графомафия,Russian comedy,0.03,none,none,,0,0,none,Released,,Графомафия,0,0,0,0,0
468990,2238,Science Fiction|Thriller,,pt,Mindr,"With the help of Sara, Arthur enters his own mind to find out why can't remember his past and why he is having memory lapses. In love with Mayara, he has to heal in order to retrieve his relationship with her, but deep inside of this dream environment, he'll find Hugo and will have to face a truth that will change your life forever.",0.2241,Independent,Brazil,15-07-2017,0,26,Português,Released,The truth is in your mind,Mindr,0,0,1,1,1
468991,0,Comedy|Fantasy,,ar,mixture خلطبيطه,"Ihsan is a simple employee in the Ministry of Culture from the house to the office and vice versa his work colleague Nargis  loves and plans to marry him. He is surprised by one of the security authorities arrested and directed a number of charges, which does not know the cause and continues to haunt him",0.18013,none,none,21-05-1994,0,137,العربية,Released,Mahmoud Abdel Aziz,mixture,0,0,0,0,1
468992,0,Mystery|Crime,,ru,Ниро Вульф и Арчи Гудвин: Пока я не умер,,0.41713,Pelikan,Russia,01-01-2001,0,,Pусский,Released,,Ниро Вульф и Арчи Гудвин: Пока я не умер,10,1,2,1,1
468995,0,,,en,La Traviata,Verdi's opera filmed as a film.,0.09513,none,Italy,06-08-1968,0,112,none,Released,,La Traviata,0,0,0,1,0
468996,0,,,en,Super Size Me 2: Holy Chicken!,Muckraking filmmaker Morgan Spurlock reignites his battle with the food industry — this time from behind the register — as he opens his own fast food restaurant.,0.16134,none,none,07-09-2017,0,93,none,Released,,Super Size Me 2: Holy Chicken!,0,0,0,0,0
468997,0,Drama|Comedy,,en,It Wouldn't Change Me,"If life is about change, a bored, single and seemingly friendless office worker needs a big one. But will a big material change alter the fabric of who he is or what he sees in the world? Does living always mean changing?",0.25698,Chocolate Bear,United Kingdom,17-07-2017,0,7,English,Released,,It Wouldn't Change Me,0,0,1,1,1
468998,0,,,en,Death In Venice,Britten's opera as film.,0.03,none,none,11-08-1981,0,132,none,Released,,Death In Venice,0,0,0,0,0
468999,0,,,en,WWE Holiday Tribute To The Troops,"In 2003 and 2004, a group of the WWE's brightest stars and biggest personalities traveled to Iraq with Vince McMahon in order to entertain American servicemen and women, with memorable results. This action-packed patriotic program features Eddie Guerrero, Chris Benoit, Big Show, Stone Cold Steve Austin, Sable, Dawn Marie, Undertaker, Hardcore Holly, Rey Mysterio, Mick Foley, and many others.",0.13026,none,United States of America,28-03-2005,0,0,none,Released,,WWE Holiday Tribute To The Troops,0,0,0,1,0
469000,0,,,en,A Village Romeo And Juliet,Delius' opera as film.,0.03,none,none,05-06-1986,0,112,none,Released,,A Village Romeo And Juliet,0,0,0,0,0
469001,0,,,en,The Last Hours,A man deals with the emotions he feels in his wife's final hours.,0.20698,none,United Kingdom,17-07-2017,0,10,English,Released,,The Last Hours,0,0,0,1,1
469002,0,,,en,Werther,Massenet's opera as film.,0.03,none,none,06-06-1985,0,101,none,Released,,Werther,0,0,0,0,0
469003,0,,,en,Lady Macbeth of  Mtsensk,Shostakovich's opera as film.,0.03,none,none,,0,100,none,Released,,Lady Macbeth of  Mtsensk,0,0,0,0,0
469004,0,Action|Comedy,,en,The Boot,Three men reflect after kidnapping a young man and shoving him into the boot of their car.,0.20698,none,United Kingdom,17-07-2017,0,2,English,Released,,The Boot,0,0,0,1,1
469005,0,,,en,Maria Stuarda,Donizetti's opera as film.,0.03,none,none,01-06-1988,0,90,none,Released,,Maria Stuarda,0,0,0,0,0
469006,0,,,pt,Batidas,,0.15,none,Brazil,02-08-2017,0,,Português,Released,,Batidas,0,0,0,1,1
469007,0,,,en,WWE: Starrcade - The Essential Collection,"For close to two decades, it was the signature event – first in NWA, then WCW. Some of the greatest Superstars in wrestling history had defining moments at the event. Starrcade may be gone, but fans of sports entertainment continue to celebrate its rich tradition and lasting legacy. Now, for the first time on DVD, the greatest matches of Starrcade are collected in a 3-disc set, along with a new and exclusive documentary exploring the 18-year history of the event, including comments from Ric Flair, Dusty Rhodes, Magnum TA, Road Warrior Animal, Arn Anderson, Tully Blanchard, David Crockett, and others.",0.08091,none,United States of America,03-01-2012,0,0,none,Released,,WWE: Starrcade - The Essential Collection,0,0,0,1,0
469008,0,Drama,,en,Small Steps,"After a young woman suffers a miscarriage, she tries to continue her day as if nothing had happened.",0.0391,none,none,03-12-2016,0,15,English,Released,,Small Steps,0,0,0,0,1
469009,0,,,en,The Bartered Bride (Prodaná nevěsta),Frantisek Filip film version of the Smetana opera.,0.03,none,none,10-12-1982,0,0,none,Released,,The Bartered Bride (Prodaná nevěsta),0,0,0,0,0
469010,0,,,pt,The Violoncellist,,0.0815,none,Brazil,24-09-2014,0,,none,Released,,The Violoncellist,0,0,0,1,0
469011,0,,,es,La marcha de Zacatecas,"Villistas, army officers, heirs and heiresses all gather at the home of a recently deceased hacendado. Everybody has an agenda, everybody butts heads in comical ways. Or not so much.",0.09513,none,none,27-08-1969,0,90,none,Released,,La marcha de Zacatecas,0,0,0,0,0
469012,0,,,es,La máscara roja,Young heiress discovers irregularities in the handling of her late father's mine and goes into action-hero mode to correct them.,0.04513,none,none,10-05-1962,0,86,none,Released,,La máscara roja,0,0,0,0,0
469013,0,,,en,Pique Dame,Tchaikovsky's opera as film.,0.03013,none,none,18-08-1960,0,101,none,Released,,Pique Dame,0,0,0,0,0
469014,0,,,en,Luminous Greenhouse,"Documentation of a digital video sculpture from the artist's ""De Luce [On Light]"" series.  materials: digital video of indeterminate duration, a 7-inch video screen, re-purposed plastic, 12"" x 12"" x 12.""  Light-struck film emulsion and unruly forces of nature intermingle in a diminutive replica of a greenhouse reminiscent of a child's dollhouse. Unfamiliar color and light sweep into and literally illuminate vegetative subjects to supply visible evidence of a surreptitious conspiracy between the artist, her materials, and photochemical occurrences.  The digital video loops endlessly like events in the natural world even while they are contained in a structure designed for human dominance over Mother Nature.",0.03078,none,none,01-08-2011,0,3,none,Released,,Luminous Greenhouse,0,0,0,0,0
469015,0,,,en,The Unknown,,0.03,none,none,,0,76,none,Released,,The Unknown,0,0,0,0,0
469016,0,Family|Documentary,,de,Terra X: Abenteuer Karibik,,0.64342,ZDF,Germany,30-07-2017,0,,Deutsch,Released,,Terra X: Abenteuer Karibik,10,1,1,1,1
469017,0,Adventure|Family,,ru,Посторонним вход разрешен,Adventures of a little Czech girl Yana visiting in Moscow with her parents and dog.,0.03,Filmové Studio Gottwaldov,Czech Republic,28-03-1987,0,79,Český,Released,,Free Admittance,0,0,2,2,2
469018,0,Animation,,ja,バディ・コンプレックス 完結編 ―あの空に還る未来で―,"The two part finale of Buddy Complex deals with the final battle between the Free Treaty Alliance and the space division of Zogiria, lead by an elderly Bizon, as Earth and time itself hang in the balance.",0.04695,Sunrise,Japan,30-09-2014,0,52,日本語,Released,,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,0,0,1,1,1
